F25D0013020000;with several cooling compartments, e.g. refrigerated locker systems
F25D0013040000;the compartments being at different temperatures
F25D0013060000;with conveyors carrying articles to be cooled through the cooling space
F25D0015000000;Devices associated with refrigerating machinery not covered by group . F25D0011000000. or F25D0013000000, e.g. non-self-contained movable devices
F25D0016000000;Devices using a combination of a cooling mode associated with refrigerating machinery with a cooling mode not associated with refrigerating machinery
F25D0017000000;Details or features of the devices covered by groups . F25D0001000000-F25D0016000000
F25D0017000000;Arrangements for circulating cooling fluids. Arrangements for circulating gas, e.g. air, within refrigerated spaces
F25D0017020000;for circulating liquids, e.g. brine
F25D0017040000;for circulating gas, e.g. by natural convection
F25D0017060000;by forced circulation
F25D0017080000;using ducts
F25D0019000000;Arrangement or mounting of refrigeration units with respect to devices
F25D0019020000;plug-in type
F25D0019040000;with more than one refrigeration unit
F25D0021000000;Defrosting. Preventing frosting. Removing condensed or defrost water (removing ice or water from heat-exchange apparatus in general F28F0017000000. heating arrangements specially adapted for transparent or reflecting areas H05B0003840000)
F25D0021020000;Detecting the presence of frost or condensate
F25D0021040000;Preventing the formation of frost or condensate
F25D0021060000;Removing frost (defrosting cycles F25B0047020000)
F25D0021080000;by electric heating
F25D0021100000;by spraying with fluid
F25D0021120000;by hot-fluid circulating system separate from the refrigerant system
F25D0021140000;Collecting or removing condensed and defrost water. Drip trays
F25D0023000000;General constructional features (F25D0021000000 takes precedence)..
F25D0023020000;Doors. Covers (F25D0023080000 takes precedence)..
F25D0023040000;with special compartments, e.g. butter conditioners
F25D0023060000;Walls (F25D0023080000 takes precedence.containers with thermal insulation B65D0081380000)
F25D0023080000;Parts formed wholly or mainly of plastics materials
F25D0023100000;Arrangements for mounting in particular locations, e.g. for built-in type, for corner type
F25D0023120000;Arrangements of compartments additional to cooling compartments. Combinations of refrigerators with other equipment, e.g. stove
F25D0025000000;Charging, supporting, or discharging the articles to be cooled
F25D0025020000;by shelves
F25D0025040000;by conveyors (in general B65G)
F25D0027000000;Lighting arrangements (in general F21)
F25D0029000000;Arrangement or mounting of control or safety devices
F25D0031000000;Other cooling or freezing apparatus
F25J;LIQUEFACTION, SOLIDIFICATION, OR SEPARATION OF GASES OR GASEOUS MIXTURES BY PRESSURE AND COLD TREATMENT (cryogenic pumps F04B0037080000. gas storage vessels, gas-holders F17. filling vessels with, or discharging from vessels, compressed, liquefied, or solidified gases F17C. refrigeration machines, plants, or systems F25B)
F25J0001000000;Processes or apparatus for liquefying or solidifying gases or gaseous mixtures
F25J0001020000;requiring the use of refrigeration, e.g. of helium or hydrogen
F25J0003000000;Processes or apparatus for separating the constituents of gaseous mixtures involving the use of liquefaction or solidification
F25J0003020000;by rectification, i.e. by continuous interchange of heat and material between a vapour stream and a liquid stream (F25J0003080000 takes precedence)..
F25J0003040000;for air
F25J0003060000;by partial condensation (F25J0003080000 takes precedence.by rectification F25J0003020000)
F25J0003080000;Separating gaseous impurities from gases or gaseous mixtures (cold traps B01D0008000000)
F25J0005000000;Arrangements of cold-exchangers or cold-accumulators in separation or liquefaction plants (heat-exchangers F28C, F28D, F28F)
F26;DRYING
F26B;DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM (drying devices for combines A01D0041133000. racks for drying fruit or vegetables A01F0025120000. drying foodstuffs A23. drying hair A45D0020000000. body-drying implements A47K0010000000. drying household articles A47L. drying gases or vapours B01D. chemical or physical processes for dewatering or like separating liquids from solids B01D0043000000. centrifugal apparatus B04. drying ceramics C04B0033300000. drying yarns or fabrics in association with some other form of treatment D06C. drying frames for laundry without heating or positive air circulation, domestic laundry-or spin-driers, wringing or hot pressing laundry D06F. furnaces, kilns, ovens F27)
F26B0001000000;Processes for drying
F26B0001000000;Preliminary treatment of solid materials or objects to facilitate drying
F26B0003000000;Drying solid materials or objects by processes involving the application of heat (in specific machines or apparatus F26B0009000000-F26B0019000000)
F26B0003020000;by convection, i.e. heat being conveyed from a heat source to the materials or objects to be dried by a gas or vapour, e.g. air
F26B0003040000;the gas or vapour circulating over, or surrounding, the materials or objects to be dried (F26B0003140000 takes precedence)..
F26B0003060000;the gas or vapour flowing through the materials or objects to be dried (F26B0003140000 takes precedence)..
F26B0003080000;so as to loosen them, e.g. to form a fluidised bed
F26B0003084000;with heat exchange taking place in the fluidised bed
F26B0003088000;using inert thermally-stabilised particles
F26B0003092000;agitating the fluidised bed, e.g. by vibrating or pulsating
F26B0003097000;using a magnetic field to stabilise the fluidised bed
F26B0003100000;the gas or vapour carrying the materials or objects to be dried with it
F26B0003120000;in the form of a spray
F26B0003140000;the materials or objects to be dried being moved by gravity
F26B0003160000;in a counter-flow of the gas or vapour
F26B0003180000;by conduction, i.e. the heat is conveyed from the heat source, e.g. gas flame, to the materials or objects to be dried by direct contact
F26B0003200000;the heat source being a heated surface (F26B0003220000 takes precedence)..
F26B0003220000;the heat source and the materials or objects to be dried being in relative motion, e.g. of vibration
F26B0003240000;the movement being rotation
F26B0003260000;the movement being performed by gravity
F26B0003280000;by radiation, e.g. from the sun
F26B0003300000;from infra-red-emitting elements
F26B0003320000;by development of heat within the materials or objects to be dried
F26B0003340000;by using electrical effects
F26B0003347000;Electromagnetic heating, e.g. induction heating or heating using microwave energy
F26B0003353000;Resistance heating
F26B0003360000;by using mechanical effects, e.g. by friction (by using ultrasonic vibration F26B0005020000)
F26B0005000000;Drying solid materials or objects by processes not involving the application of heat (separating liquids from solids by straining B01D. replacing liquids in wet solids by other liquids, e.g. water by spirit, B01D0012000000. drying by electrophoresis B01J)
F26B0005020000;by using ultrasonic vibrations
F26B0005040000;by evaporation or sublimation of moisture under reduced pressure, e.g. in a vacuum
F26B0005060000;the process involving freezing
F26B0005080000;by centrifugal treatment
F26B0005100000;the process involving freezing
F26B0005120000;by suction
F26B0005140000;by applying pressure, e.g. wringing. by brushing. by wiping
F26B0005160000;by contact with sorbent bodies, e.g. absorbent mould. by admixture with sorbent materials
F26B0007000000;Drying solid materials or objects by processes using a combination of processes not covered by a single one of groups . F26B0003000000.  or F26B0005000000
F26B0009000000;Machines or apparatus for drying
F26B0009000000;Machines or apparatus for drying solid materials or objects at rest or with only local agitation. Domestic airing cupboards
F26B0009020000;in buildings (special types of buildings E04H)
F26B0009040000;in presses or clamping devices
F26B0009060000;in stationary drums or chambers
F26B0009080000;including agitating devices
F26B0009100000;in the open air. in pans or tables in rooms. Drying stacks of loose material
F26B0011000000;Machines or apparatus for drying solid materials or objects with movement which is non-progressive
F26B0011020000;in moving drums or other mainly-closed receptacles (F26B0011180000 takes precedence)..
F26B0011040000;rotating about a horizontal or slightly-inclined axis
F26B0011060000;with stirring devices which are held stationary
F26B0011080000;rotating about a vertical or steeply-inclined axis
F26B0011100000;with stirring devices which are held stationary
F26B0011120000;in stationary drums or other mainly-closed receptacles with moving stirring devices (F26B0011220000 takes precedence)..
F26B0011140000;the stirring device moving in a horizontal or slightly-inclined plane
F26B0011160000;the stirring device moving in a vertical or steeply-inclined plane
F26B0011180000;on or in moving dishes, trays, pans, or other mainly-open receptacles
F26B0011200000;with stirring devices which are held stationary
F26B0011220000;on or in stationary dishes, trays, pans, or other mainly-open receptacles, with moving stirring devices
F26B0013000000;Machines or apparatus for drying fabrics, fibres, yarns, or other materials in long lengths, with progressive movement
F26B0013020000;with movement in a straight line
F26B0013040000;using rollers
F26B0013060000;with movement in a sinuous or zig-zag path
F26B0013080000;using rollers
F26B0013100000;Arrangements for feeding, heating, or supporting materials. Regulating movement, tension, or position of materials (heating processes F26B0003000000)
F26B0013120000;Regulating movement, tension, or position of material
F26B0013140000;Rollers (sorbent surfaces F26B0013260000)
F26B0013160000;perforated (F26B0013180000 takes precedence.for applying suction F26B0013300000)
F26B0013180000;heated. cooled
F26B0013200000;Supporting materials by fluid jets, e.g. air
F26B0013220000;Arrangements of gas flames
F26B0013240000;Arrangements of devices using drying processes not involving heating (such processes per seF26B0005000000)
F26B0013260000;using sorbent surfaces, e.g. bands or coverings on rollers
F26B0013280000;for applying pressure. for brushing. for wiping
F26B0013300000;for applying suction, e.g. through perforated rollers
F26B0015000000;Machines or apparatus for drying objects with progressive movement. Machines or apparatus with progressive movement for drying batches of material in compact form (F26B0013000000, F26B0017000000 take precedence.conveyors in general B65G)
F26B0015020000;with movement in the whole or part of a circle
F26B0015040000;in a horizontal plane
F26B0015060000;involving several planes, one above the other
F26B0015080000;in a vertical plane
F26B0015100000;with movement in a path composed of one or more straight lines, e.g. compound
F26B0015120000;the lines being all horizontal or slightly inclined
F26B0015140000;the objects or batches of materials being carried by trays or racks
F26B0015160000;the objects or batches of materials being carried by wheeled trucks
F26B0015180000;the objects or batches of materials being carried by endless belts
F26B0015200000;the lines being all vertical or steeply inclined
F26B0015220000;the objects or batches of materials being carried by endless belts
F26B0015240000;in a zig-zag path
F26B0015260000;with movement in a helical path
F26B0017000000;Machines or apparatus for drying materials in loose, plastic, or fluidised form, e.g. granules, staple fibres, with progressive movement (F26B0013000000 takes precedence)..
F26B0017020000;with movement performed by belts carrying the materials. with movement performed by belts propelling the materials over stationary surfaces
F26B0017040000;the belts being all horizontal or slightly inclined (F26B0017080000 takes precedence)..
F26B0017060000;the belts being all vertical or steeply inclined (F26B0017080000 takes precedence)..
F26B0017080000;the belts being arranged in a sinuous or zig-zag path
F26B0017100000;with movement performed by fluid currents, e.g. issuing from a nozzle (F26B0003080000 takes precedence)..
F26B0017120000;with movement performed solely by gravity
F26B0017140000;the materials moving through a counter-current of gas
F26B0017160000;the materials passing down a heated surface
F26B0017180000;with movement performed by rotating helical blades or other rotary conveyors moving materials in stationary chambers
F26B0017200000;the axis of rotation being horizontal or slightly inclined
F26B0017220000;the axis of rotation being vertical or steeply inclined
F26B0017240000;with movement performed by shooting or throwing the materials
F26B0017260000;with movement performed by reciprocating or oscillating conveyors propelling materials over stationary surfaces. with movement performed by reciprocating or oscillating shelves, sieves or trays
F26B0017280000;with movement performed by rollers or discs with material passing over or between them, e.g. suction drum, sieve
F26B0017300000;with movement performed by rotary or oscillating containers. with movement performed by rotary floors
F26B0017320000;the movement being in a horizontal or slightly-inclined plane
F26B0017340000;the movement being in a vertical or steeply-inclined plane
F26B0019000000;Machines or apparatus for drying solid materials or objects not covered by groups . F26B0009000000-F26B0017000000
F26B0020000000;Combinations of machines or apparatus covered by two or more of groups . F26B0009000000-F26B0019000000
F26B0021000000;Details of general application
F26B0021000000;Arrangements for supplying or controlling air or gases for drying solid materials or objects (air-conditioning or ventilation in general F24F)
F26B0021020000;Circulating air or gases in closed cycles, e.g. wholly within the drying enclosure (F26B0021140000 takes precedence)..
F26B0021040000;partly outside the drying enclosure
F26B0021060000;Controlling, e.g. regulating, parameters of gas supply (F26B0021140000 takes precedence)..
F26B0021080000;Humidity
F26B0021100000;Temperature. Pressure
F26B0021120000;Velocity of flow. Quantity of flow
F26B0021140000;using gases or vapours other than air or steam
F26B0023000000;Heating arrangements (using heated air or gases F26B0021000000)
F26B0023020000;using combustion heating (F26B0023100000 takes precedence)..
F26B0023040000;using electric heating (F26B0023100000 takes precedence)..
F26B0023060000;resistance heating
F26B0023080000;inductive heating. capacitative heating. microwave heating
F26B0023100000;using tubes or passages containing heated fluids
F26B0025000000;Details of general application not covered by group  F26B0021000000.  or F26B0023000000. (loading, conveying, or unloading in general B65G)
F26B0025020000;Applications of driving mechanisms, not covered by another subclass
F26B0025040000;Agitating, stirring, or scraping devices
F26B0025060000;Chambers, containers, or receptacles
F26B0025080000;Parts thereof
F26B0025100000;Floors, roofs, or bottoms. False bottoms
F26B0025120000;Walls or sides. Doors
F26B0025140000;Chambers, containers, receptacles of simple construction
F26B0025160000;mainly closed, e.g. drum
F26B0025180000;mainly open, e.g. dish, tray, pan
F26B0025200000;Rollers (F26B0025060000 takes precedence)..
F26B0025220000;Controlling the drying process in dependence on liquid content of solid materials or objects
F27;FURNACES. KILNS. OVENS. RETORTS
F27B;FURNACES, KILNS, OVENS, OR RETORTS IN GENERAL. OPEN SINTERING OR LIKE APPARATUS (combustion apparatus F23. electric heating H05B)
F27B0001000000;Shaft or like vertical or substantially vertical furnaces (for preheating, burning, calcining or cooling lime, magnesia or dolomite C04B0002120000)
F27B0001020000;with two or more shafts or chambers, e.g. multi-storey
F27B0001040000;Combinations or arrangements of shafts
F27B0001060000;of other than up-draught type
F27B0001080000;heated otherwise than by solid fuel mixed with charge
F27B0001090000;heated electrically
F27B0001100000;Details, accessories, or equipment peculiar to furnaces of these types
F27B0001120000;Shells or casings. Supports therefor
F27B0001140000;Arrangements of linings (linings in general F27D0001000000)
F27B0001160000;Arrangements of tuyères
F27B0001180000;Arrangements of dust collectors
F27B0001200000;Arrangement of devices for charging
F27B0001210000;Arrangement of devices for discharging
F27B0001220000;Arrangements of heat-exchange apparatus (heat-exchangers in general F28C, F28D)
F27B0001240000;Cooling arrangements
F27B0001260000;Arrangements of controlling devices
F27B0001280000;Arrangements of monitoring devices, of indicators, of alarm devices
F27B0003000000;Hearth-type furnaces, e.g. of reverberatory type (F27B0009000000-F27B0015000000, F27B0021000000 take precedence)..Electric arc furnaces
F27B0003020000;of single-chamber fixed-hearth type
F27B0003040000;of multiple-hearth type. of multiple-chamber type. Combinations of hearth-type furnaces
F27B0003060000;with movable working chambers or hearths, e.g. tiltable
F27B0003080000;heated electrically, e.g. electric arc furnaces, with or without any other source of heat
F27B0003100000;Details, accessories, or equipment, e.g. dust-collectors, peculiar to hearth-type furnaces
F27B0003120000;Working chambers or casings. Supports therefor
F27B0003140000;Arrangements of linings
F27B0003160000;Walls. Roofs
F27B0003180000;Arrangement of devices for charging
F27B0003190000;Arrangement of devices for discharging
F27B0003200000;Arrangements of heating devices
F27B0003220000;Arrangements of air or gas supply devices
F27B0003240000;Cooling arrangements
F27B0003260000;Arrangements of heat-exchange apparatus
F27B0003280000;Arrangement of controlling, monitoring, alarm or like devices
F27B0005000000;Muffle furnaces. Retort furnaces. Other furnaces in which the charge is held completely isolated (F27B0009000000 takes precedence)..
F27B0005020000;of multiple-chamber type
F27B0005040000;adapted for treating the charge in vacuum or special atmosphere
F27B0005050000;in vacuum
F27B0005060000;Details, accessories, or equipment peculiar to furnaces of these types
F27B0005080000;Arrangements of linings
F27B0005100000;Muffles
F27B0005120000;Arrangement of devices for charging
F27B0005130000;Arrangement of devices for discharging
F27B0005140000;Arrangements of heating devices
F27B0005160000;Arrangements of air or gas supply devices
F27B0005180000;Arrangement of controlling, monitoring, alarm or like devices
F27B0007000000;Rotary-drum furnaces, i.e. horizontal or slightly inclined
F27B0007020000;of multiple-chamber or multiple-drum type
F27B0007040000;with longitudinal divisions
F27B0007060000;adapted for treating the charge in vacuum or special atmosphere
F27B0007080000;externally heated
F27B0007100000;internally heated, e.g. by means of passages in the wall
F27B0007120000;tiltable
F27B0007140000;with means for agitating or moving the charge
F27B0007160000;the means being fixed relatively to the drum (F27B0007040000 takes precedence)..
F27B0007180000;the means being movable within the drum
F27B0007200000;Details, accessories, or equipment peculiar to rotary-drum furnaces
F27B0007220000;Rotary drums. Supports therefor
F27B0007240000;Seals between rotary and stationary parts
F27B0007260000;Drives
F27B0007280000;Arrangements of linings
F27B0007300000;Arrangements of partitions
F27B0007320000;Arrangement of devices for charging
F27B0007330000;Arrangement of devices for discharging
F27B0007340000;Arrangements of heating devices
F27B0007360000;Arrangements of air or gas supply devices
F27B0007380000;Arrangements of cooling devices
F27B0007400000;Planetary coolers
F27B0007420000;Arrangement of controlling, monitoring, alarm or like devices
F27B0009000000;Furnaces through which the charge is moved mechanically, e.g. of tunnel type (F27B0007140000 takes precedence)..Similar furnaces in which the charge moves by gravity
F27B0009020000;of multiple-track type. of multiple-chamber type. Combinations of furnaces
F27B0009040000;adapted for treating the charge in vacuum or special atmosphere
F27B0009060000;heated without contact between combustion gases and charge. electrically heated
F27B0009080000;heated through chamber walls
F27B0009100000;heated by hot air or gas
F27B0009120000;with special arrangements for preheating or cooling the charge
F27B0009140000;characterised by the path of the charge during treatment. characterised by the means by which the charge is moved during treatment (F27B0009280000 takes precedence.travelling or movable supports or containers for the charge F27D0003120000)
F27B0009160000;the charge moving in a circular or arcuate path
F27B0009180000;under the action of scrapers or pushers
F27B0009200000;the charge moving in a substantially straight path
F27B0009220000;under the action of scrapers or pushers (F27B0009260000 takes precedence)..
F27B0009240000;being carried by a conveyor
F27B0009260000;on or in trucks, sleds, or containers
F27B0009280000;for treating continuous lengths of work
F27B0009300000;Details, accessories, or equipment peculiar to furnaces of these types
F27B0009320000;Casings
F27B0009340000;Arrangements of linings
F27B0009360000;Arrangements of heating devices
F27B0009380000;Arrangement of devices for charging
F27B0009390000;Arrangement of devices for discharging
F27B0009400000;Arrangements of controlling or monitoring devices
F27B0011000000;Bell-type furnaces (for treating metal strips or wire C21D0009663000)
F27B0013000000;Furnaces with both stationary charge and progression of heating, e.g. of ring type, of type in which segmental kiln moves over stationary charge
F27B0013020000;of multiple-chamber type with permanent partitions. Combinations of furnaces
F27B0013040000;of single-chamber type with temporary partitions
F27B0013060000;Details, accessories, or equipment peculiar to furnaces of this type
F27B0013080000;Casings
F27B0013100000;Arrangements of linings
F27B0013120000;Arrangements of heating devices
F27B0013140000;Arrangement of controlling, monitoring, alarm or like devices
F27B0014000000;Crucible or pot furnaces. Tank furnaces
F27B0014020000;with tilting or rocking arrangements (F27B0014040000 takes precedence)..
F27B0014040000;adapted for treating the charge in vacuum or special atmosphere
F27B0014060000;heated electrically, e.g. induction crucible furnaces, with or without any other source of heat (F27B0014040000 takes precedence)..
F27B0014080000;Details peculiar to crucible, pot or tank furnaces
F27B0014100000;Crucibles
F27B0014120000;Covers therefor
F27B0014140000;Arrangements of heating devices
F27B0014160000;Arrangement of devices for charging
F27B0014180000;Arrangement of devices for discharging
F27B0014200000;Arrangement of controlling, monitoring, alarm or like devices
F27B0015000000;Fluidised-bed furnaces. Other furnaces using or treating finely-divided materials in dispersion (combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010000000)
F27B0015020000;Details, accessories, or equipment peculiar to furnaces of these types
F27B0015040000;Casings. Supports therefor
F27B0015060000;Arrangements of linings
F27B0015080000;Arrangement of devices for charging
F27B0015090000;Arrangement of devices for discharging
F27B0015100000;Arrangements of air or gas supply devices
F27B0015120000;Arrangements of dust collectors
F27B0015140000;Arrangements of heating devices
F27B0015160000;Arrangements of cooling devices
F27B0015180000;Arrangements of controlling devices
F27B0015200000;Arrangements of monitoring devices, of indicators, of alarm devices
F27B0017000000;Furnaces of a kind not covered by any of groups  F27B0001000000-F27B0015000000. (structural combinations of furnaces F27B0019020000)
F27B0017020000;specially designed for laboratory use
F27B0019000000;Combinations of different kinds of furnaces that are not all covered by any single one of main groups . F27B0001000000-F27B0017000000
F27B0019020000;combined in one structure
F27B0019040000;arranged for associated working
F27B0021000000;Open or uncovered sintering apparatus. Other heat-treatment apparatus of like construction
F27B0021020000;Sintering grates or tables
F27B0021040000;Sintering pots or sintering pans
F27B0021060000;Endless-strand sintering machines
F27B0021080000;Details, accessories, or equipment peculiar to sintering or like apparatus
F27B0021100000;Arrangement of devices for charging
F27B0021120000;Arrangement of devices for discharging
F27B0021140000;Arrangement of controlling, monitoring, alarm or like devices
F27D;DETAILS OR ACCESSORIES OF FURNACES, KILNS, OVENS, OR RETORTS, IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE (combustion apparatus F23. electric heating H05B)
F27D0001000000;Casings. Linings. Walls. Roofs (refractory materials C04B. firebridges for combustion chambers F23M0003000000)
F27D0001020000;Crowns. Roofs
F27D0001040000;characterised by the form of the bricks or blocks used
F27D0001060000;Composite bricks or blocks
F27D0001080000;Bricks or blocks with internal reinforcement or metal backing
F27D0001100000;Monolithic linings. Supports therefor
F27D0001120000;incorporating cooling arrangements (constructions of tube assemblies in general F28)
F27D0001140000;Supports for linings (F27D0001100000 takes precedence)..
F27D0001160000;Making or repairing linings
F27D0001180000;Door frames. Doors, lids, removable covers
F27D0003000000;Charging. Discharging. Manipulation of charge (conveying systems characterised by their application for specified purposes not otherwise provided for B65G0049000000. moving charge through a furnace F27B0009140000)
F27D0003020000;Skids or tracks for heavy objects
F27D0003040000;Ram or pusher apparatus
F27D0003060000;Charging or discharging machines on travelling carriages
F27D0003080000;Screw feeders. Screw dischargers
F27D0003100000;Charging directly from hoppers or shoots
F27D0003120000;Travelling or movable supports or containers for the charge
F27D0003140000;Charging or discharging liquid or molten material
F27D0003150000;Tapping equipment. Equipment for removing slag
F27D0003160000;Introducing a fluid jet or current into the charge (F27D0003180000 takes precedence)..
F27D0003180000;Charging particulate material using a fluid carrier
F27D0005000000;Supports, screens, or the like for the charge within the furnace (travelling or movable supports F27D0003120000)
F27D0007000000;Forming, maintaining, or circulating atmospheres in heating chambers
F27D0007020000;Supplying steam, vapour, gases, or liquids
F27D0007040000;Circulating atmospheres by mechanical means
F27D0007060000;Forming or maintaining special atmospheres or vacuum within heating chambers (F27D0007020000 takes precedence)..
F27D0009000000;Cooling of furnaces or of charges therein (F27D0001000000, F27D0003000000 take precedence)..
F27D0011000000;Arrangement of elements for electric heating in or on furnaces (electric heating per seH05B)
F27D0011020000;Ohmic resistance heating
F27D0011040000;with direct passage of current through the material being heated
F27D0011060000;Induction heating, i.e. in which the material being heated, or its container or elements embodied therein, form the secondary of a transformer
F27D0011080000;Heating by electric discharge, e.g. arc discharge
F27D0011100000;Disposition of electrodes (automatic control of temperature G05D0023000000. electric discharge apparatus H01T. arrangements for feeding or guiding electrodes H05B0007100000. automatic control of power by positioning of electrodes H05B0007144000)
F27D0011120000;with electromagnetic fields acting directly on the material being heated
F27D0013000000;Apparatus for preheating charges. Arrangements for preheating charges
F27D0015000000;Handling or treating discharged material. Supports or receiving chambers therefor
F27D0015020000;Cooling
F27D0017000000;Arrangement for using waste heat (heat-exchangers per seF28). Arrangement for using, or disposing of, waste gases (removing fumes in general B08B0015000000)
F27D0019000000;Arrangement of controlling devices
F27D0021000000;Arrangement of monitoring devices. Arrangements of safety devices
F27D0021020000;Observation or illuminating devices
F27D0021040000;Arrangements of indicators or alarms
F27D0025000000;Devices for removing incrustations
F27D0027000000;Stirring devices for molten material (F27D0003140000 takes precedence)..
F27D0099000000;Subject matter not provided for in other groups of this subclass
F28;HEAT EXCHANGE IN GENERAL
F28B;STEAM OR VAPOUR CONDENSERS (condensation of vapours B01D0005000000. condensation during pretreatment of gases prior to electrostatic precipitation of dispersed particles B03C0003014000. steam engine plants having condensers F01K. liquefaction of gases F25J. details of heat-exchange or heat-transfer arrangements of general application F28F)
F28B0001000000;Condensers in which the steam or vapour is separated from the cooling medium by walls, e.g. surface condenser
F28B0001020000;using water or other liquid as the cooling medium
F28B0001040000;employing moving walls
F28B0001060000;using air or other gas as the cooling medium
F28B0001080000;employing moving walls
F28B0003000000;Condensers in which the steam or vapour comes into direct contact with the cooling medium
F28B0003020000;by providing a flowing coating of cooling liquid on the condensing surface
F28B0003040000;by injecting cooling liquid into the steam or vapour (F28B0003080000 takes precedence)..
F28B0003060000;by injecting the steam or vapour into the cooling liquid (F28B0003080000 takes precedence)..
F28B0003080000;with rotatable members
F28B0005000000;Condensers employing a combination of the methods covered by groups . F28B0001000000 and F28B0003000000. Other condensers
F28B0007000000;Combinations of two or more condensers, e.g. provision of reserve condenser
F28B0009000000;Auxiliary systems, arrangements, or devices
F28B0009020000;for feeding steam or vapour to condensers
F28B0009040000;for feeding, collecting, and storing cooling water or other cooling liquid
F28B0009060000;with provision for re-cooling the cooling water or other cooling liquid
F28B0009080000;for collecting and removing condensate
F28B0009100000;for extracting, cooling, and removing non-condensable gases
F28B0011000000;Controlling arrangements with features specially adapted for condensers
F28C;HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION (heat-transfer, heat-exchange or heat-storage materials C09K0005000000.  fluid heaters having heat generating means F24H. with an intermediate heat-transfer medium coming into direct contact with heat-exchange media F28D0015000000-F28D0019000000. details of heat-exchange apparatus of general application F28F)
F28C0001000000;Direct-contact trickle coolers, e.g. cooling towers (building construction E04H0005120000. enclosed spaces cooled by trickle F25. component parts of trickle coolers F28F0025000000)
F28C0001020000;with counter-current only
F28C0001040000;with cross-current only
F28C0001060000;with both counter-current and cross-current
F28C0001080000;Arrangements for recovering heat from exhaust steam
F28C0001100000;Arrangements for suppressing noise
F28C0001120000;Arrangements for preventing clogging by frost
F28C0001140000;comprising also a non-direct contact heat exchange
F28C0001160000;Arrangements for preventing condensation, precipitation or mist formation, outside the cooler (F28C0001140000 takes precedence)..
F28C0003000000;Other direct-contact heat-exchange apparatus
F28C0003020000;the heat-exchange media both being gases or vapours
F28C0003040000;the heat-exchange media both being liquids
F28C0003060000;the heat-exchange media being a liquid and a gas or vapour (temperators for cooling steam F22)
F28C0003080000;with change of state, e.g. absorption, evaporation, condensation (generating steam under pressure F22)
F28C0003100000;one heat-exchange medium at least being a fluent solid, e.g. a particulate material
F28C0003120000;the heat-exchange medium being a particulate material and a gas, vapour, or liquid
F28C0003140000;the particulate material moving by gravity, e.g. down a tube
F28C0003160000;the particulate material forming a bed, e.g. fluidised, on vibratory sieves
F28C0003180000;the particulate material being contained in rotating drums
F28D;HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT (heat-transfer, heat-exchange or heat-storage materials C09K0005000000.  fluid heaters having heat generating means and heat transferring means F24H. furnaces F27. details of heat-exchange apparatus of general application F28F). HEAT STORAGE PLANTS OR APPARATUS IN GENERAL
F28D0001000000;Heat-exchange apparatus having stationary conduit assemblies for one heat-exchange medium only, the media being in contact with different sides of the conduit wall, in which the other heat-exchange medium is a large body of fluid, e.g. domestic or motor car radiators (F28D0005000000 takes precedence)..
F28D0001020000;with the heat-exchange conduits immersed in the body of fluid
F28D0001030000;with plate-like or laminated conduits
F28D0001040000;with tubular conduits
F28D0001047000;the conduits being bent, e.g. in a serpentine or zig-zag
F28D0001053000;the conduits being straight
F28D0001060000;with the heat-exchange conduits forming part of, or being attached to, the tank containing the body of fluid
F28D0003000000;Heat-exchange apparatus having stationary conduit assemblies for one heat-exchange medium only, the media being in contact with different sides of the conduit wall, in which the other heat-exchange medium flows in a continuous film, or trickles freely, over the conduits (F28D0005000000 takes precedence)..
F28D0003020000;with tubular conduits
F28D0003040000;Distributing arrangements
F28D0005000000;Heat-exchange apparatus having stationary conduit assemblies for one heat-exchange medium only, the media being in contact with different sides of the conduit wall, using the cooling effect of natural or forced evaporation
F28D0005020000;in which the evaporating medium flows in a continuous film or trickles freely over the conduits
F28D0007000000;Heat-exchange apparatus having stationary tubular conduit assemblies for both heat-exchange media, the media being in contact with different sides of a conduit wall
F28D0007020000;the conduits being helically coiled (F28D0007100000 takes precedence)..
F28D0007040000;the conduits being spirally coiled (F28D0007100000 takes precedence)..
F28D0007060000;the conduits having a single U-bend (F28D0007100000 takes precedence)..
F28D0007080000;the conduits being otherwise bent, e.g. in a serpentine or zig-zag (F28D0007100000 takes precedence)..
F28D0007100000;the conduits being arranged one within the other, e.g. concentrically
F28D0007120000;the surrounding tube being closed at one end, i.e. return type (F28D0007140000 takes precedence)..
F28D0007140000;both tubes being bent
F28D0007160000;the conduits being arranged in parallel spaced relation (F28D0007020000-F28D0007100000.  take precedence)..
F28D0009000000;Heat-exchange apparatus having stationary plate-like or laminated conduit assemblies for both heat-exchange media, the media being in contact with different sides of a conduit wall
F28D0009020000;the heat-exchange media travelling at an angle to one another (F28D0009040000 takes precedence)..
F28D0009040000;the conduits being formed by spirally-wound plates or laminae
